gene	chr	strand	Num_TSS	Num_TES	TSS_pos	TES_pos
EPB41L4A-AS1	chr5	+	1	1	112160864	112162306
EPCAM	chr2	+	3	2	47369311	47386914
EPRS	chr1	-	2	1	220046505	219968603
ERAL1	chr17	+	1	1	28855016	28861060
ERCC1	chr19	-	2	1	45423899	45409616
ERCC3	chr2	-	1	1	127294144	127257290
ERG28	chr14	-	2	1	75660834	75650903
ERGIC2	chr12	-	1	1	29381150	29340801
ERGIC3	chr20	+	2	2	35542078	35557633
ERH	chr14	-	1	1	69398299	69380133
ERI3	chr1	-	2	1	44355278	44221096
ERICH1	chr8	-	1	1	731181	673878
ERP29	chr12	+	1	1	112013452	112022981
ERVK3-1	chr19	+	1	2	58305393	58315203
ESCO2	chr8	+	1	1	27774554	27776897
ESD	chr13	-	1	2	46797161	46771349
ESRG	chr3	-	2	1	54639857	54632126
ESRP1	chr8	+	1	1	94641179	94707464
ESYT1	chr12	+	3	1	56116632	56144673
ETF1	chr5	-	3	1	138543236	138507445
ETFA	chr15	-	3	1	76311406	76216296
ETFB	chr19	-	2	1	51366353	51345173
ETHE1	chr19	-	1	1	43527198	43506722
ETV4	chr17	-	1	1	43528508	43527847
EWSR1	chr22	+	1	3	29268293	29300335
EXOSC1	chr10	-	1	1	97446006	97436236
EXOSC10	chr1	-	1	1	11099851	11066626
EXOSC2	chr9	+	1	2	130693771	130704533
EXOSC3	chr9	-	1	1	37785064	37780464
EXOSC4	chr8	+	1	2	144078698	144080643
EXOSC5	chr19	-	1	1	41397344	41386379
EXOSC7	chr3	+	1	2	44976260	45011469
EXOSC8	chr13	+	1	3	37000788	37009398
EXOSC9	chr4	+	1	2	121801341	121811661
EZR	chr6	-	4	4	158819364	158765749
F11R	chr1	-	1	2	161021140	160996195
FAAP20	chr1	-	2	1	2194772	2189553
FABP3	chr1	-	1	1	31373076	31365657
FABP5	chr8	+	1	1	81280536	81285026
FADD	chr11	+	2	1	70203323	70207384
FADS1	chr11	-	1	2	61816855	61801899
FADS2	chr11	+	2	2	61792927	61867353
FAHD1	chr16	+	1	1	1827219	1828908
FAHD2A	chr2	+	1	1	95402708	95413127
FAM104B	chrX	-	2	1	55161162	55145898
FAM118B	chr11	+	1	1	126211782	126262645
FAM133B	chr7	-	1	1	92590390	92566027
FAM136A	chr2	-	1	4	70302025	70295977
FAM162A	chr3	+	2	1	122384230	122409995
FAM177A1	chr14	+	1	2	35046369	35050361
FAM192A	chr16	-	1	2	57186039	57154139
FAM200B	chr4	+	1	1	15681835	15686603
FAM204A	chr10	-	1	1	118342307	118335561
FAM207A	chr21	+	1	1	44940039	44976972
FAM216A	chr12	+	1	1	110468845	110490383
FAM219B	chr15	-	1	1	74906816	74899994
FAM234A	chr16	+	1	2	234830	266089
FAM32A	chr19	+	1	2	16185430	16192044
FAM45A	chr10	+	1	1	119104117	119104984
FAM49B	chr8	-	2	1	129939773	129841473
FAM50A	chrX	+	2	1	154444141	154450648
FAM83D	chr20	+	1	1	38926417	38953046
FAM89B	chr11	+	1	1	65570477	65574190
FAM98A	chr2	-	1	2	33599236	33583662
FANCF	chr11	-	1	1	22625819	22623065
FANCI	chr15	+	1	1	89243979	89316479
FARSA	chr19	-	2	1	12933709	12922480
FARSB	chr2	-	1	2	222656092	222571747
FASN	chr17	-	1	2	82098236	82078339
FASTK	chr7	-	1	1	151080802	151076626
FASTKD2	chr2	+	1	1	206765605	206791874
FAU	chr11	-	2	1	65122134	65120633
FBL	chr19	-	2	1	39846349	39834460
FBLIM1	chr1	+	1	2	15758795	15786589
FBLN1	chr22	+	1	2	45502883	45563353
FBXL12	chr19	-	1	1	9818829	9810271
FBXL5	chr4	-	1	1	15681569	15667566
FBXO2	chr1	-	1	1	11654429	11648389
FBXO21	chr12	-	1	1	117190471	117145106
FBXO22	chr15	+	2	1	75903878	75933127
FBXW5	chr9	-	1	1	136944629	136940436
FCF1	chr14	+	1	1	74713170	74736711
FDFT1	chr8	+	2	5	11802774	11838663
FDPS	chr1	+	2	1	155308940	155320663
FDX2	chr19	-	1	1	10315880	10310217
FDXR	chr17	-	1	1	74872994	74862501
FEN1	chr11	+	1	1	61792927	61797236
FGFBP3	chr10	-	1	2	91909486	91907756
FGFR1OP	chr6	+	1	1	166999397	167040315
FHL2	chr2	-	1	1	105399025	105360828
FHL3	chr1	-	1	1	38005515	37996772
FIBP	chr11	-	1	1	65888471	65883922
FIP1L1	chr4	+	1	1	53377641	53459614
FIRRE	chrX	-	2	1	131830577	131795370
FIS1	chr7	-	2	1	101245091	101239614
FKBP10	chr17	+	2	1	41813004	41823211
FKBP11	chr12	-	1	1	48925520	48921996
FKBP1A	chr20	-	1	1	1393083	1368981
FKBP1B	chr2	+	1	1	24049741	24063678
FKBP2	chr11	+	2	1	64241095	64244082
FKBP3	chr14	-	2	2	45134481	45115905
FKBP4	chr12	+	2	1	2794969	2803938
FKBP8	chr19	-	2	1	18543530	18531764
FLAD1	chr1	+	2	2	154983351	154993109
FLNA	chrX	-	1	1	154371217	154348531
FLOT1	chr6	-	4	1	30742685	30727833
FMC1	chr7	+	1	1	139341360	139345791
FMC1-LUC7L2	chr7	+	2	1	139341360	139345791
FNBP1L	chr1	+	1	2	93448130	93524323
FNTA	chr8	+	1	1	43056323	43085779
FO393400.1	chr20	-	1	1	32743455	32702703
FOPNL	chr16	-	1	1	15888613	15865722
FOXD3-AS1	chr1	-	3	1	63321662	63320924
FOXH1	chr8	-	2	1	144475848	144473736
FOXN3	chr14	-	1	1	89161813	89161400
FRG1	chr4	+	2	1	189940845	189963197
FSCN1	chr7	+	1	1	5592816	5606648
FST	chr5	+	1	1	53480629	53486072
FSTL1	chr3	-	1	2	120450993	120394280
FTH1	chr11	-	7	4	61967631	61964563
FTL	chr19	+	6	1	48965309	48966878
FTSJ1	chrX	+	1	1	48476203	48486298
FTSJ3	chr17	-	1	1	63827080	63819435
FUBP1	chr1	-	2	2	77979080	77948405
FUCA2	chr6	-	1	2	143511720	143495488
FUNDC1	chrX	-	1	1	44542859	44523818
FUOM	chr10	-	1	1	133358019	133355168
FUS	chr16	+	1	2	31180139	31191600
FXN	chr9	+	2	1	69035751	69073097
FXR1	chr3	+	1	2	180912675	180976545
FXYD5	chr19	+	1	1	35154756	35169881
FXYD7	chr19	+	1	1	35143275	35154298
G3BP1	chr5	+	1	4	151771954	151805345
G3BP2	chr4	-	2	2	75673371	75642787
G6PC3	chr17	+	2	1	44070911	44076339
GABARAP	chr17	-	2	1	7242420	7240423
GABARAPL2	chr16	+	1	1	75566379	75577880
GADD45GIP1	chr19	-	1	2	12957223	12954162
GAL	chr11	+	1	1	68684544	68691172
GALK1	chr17	-	1	1	75765192	75757946
GALM	chr2	+	1	1	38666117	38734764
GAMT	chr19	-	1	1	1401534	1397094
GAPDH	chr12	+	12	2	6534517	6538370
GAR1	chr4	+	1	1	109815780	109824733
GARS	chr7	+	1	2	30594861	30634025
GART	chr21	-	1	2	33542112	33524012
GAS5	chr1	-	3	2	173867988	173863902
GATB	chr4	-	1	1	151760985	151670852
GATM	chr15	-	1	1	45378544	45361132
GCA	chr2	+	1	1	162344150	162361120
GCAT	chr22	+	1	1	37807938	37816896
GCDH	chr19	+	2	1	12891180	12899968
GCHFR	chr15	+	2	1	40764068	40767708
GDE1	chr16	-	1	1	19522076	19502994
GDF3	chr12	-	1	1	7695775	7689803
GDI2	chr10	-	1	1	5813430	5765224
GEMIN6	chr2	+	2	1	38778217	38781961
GEMIN7	chr19	+	3	1	45079282	45090914
GET4	chr7	+	2	2	876554	895689
GFER	chr16	+	1	2	1984193	1986113
GFPT2	chr5	-	1	1	180353337	180300700
GGCT	chr7	-	1	1	30504829	30496625
GGH	chr8	-	1	1	63038804	63015082
GGPS1	chr1	+	1	1	235328573	235343095
GGT1	chr22	+	1	3	24555996	24572134
GHITM	chr10	+	1	2	84139558	84152544
GID8	chr20	+	1	2	62938147	62948473
GIHCG	chr12	-	1	1	57936151	57931528
GINS2	chr16	-	1	2	85688953	85677675
GJA1	chr6	+	1	1	121435649	121449724
GLA	chrX	-	1	1	101407925	101397805
GLB1	chr3	-	1	1	33097115	32996736
GLIPR1L1	chr12	+	1	1	75366949	75370233
GLMP	chr1	-	1	1	156295672	156292690
GLO1	chr6	-	2	1	38703127	38675951
GLOD4	chr17	-	1	2	782280	759452
GLRX	chr5	-	1	1	95822727	95813979
GLRX2	chr1	-	1	1	193105411	193096472
GLRX3	chr10	+	1	3	130136405	130179606
GLRX5	chr14	+	2	2	95535050	95544603
GLUD1	chr10	-	1	1	87094843	87050490
GLUL	chr1	-	1	2	182391790	182382898
GLYR1	chr16	-	1	1	4847288	4803206
GMDS	chr6	-	1	1	2245574	1623807
GMNN	chr6	+	1	3	24774937	24786048
GMPPA	chr2	+	1	1	219498914	219506987
GMPPB	chr3	-	1	1	49723951	49721499
GMPR2	chr14	+	1	1	24232929	24239237
GNAI3	chr1	+	1	2	109548615	109593508
GNAL	chr18	+	2	1	11851414	11853121
GNAS	chr20	+	5	3	58891386	58911186
GNG10	chr9	+	1	1	111661608	111670222
GNG4	chr1	-	1	1	235649765	235550833
GNG5	chr1	-	2	1	84506183	84498325
GNL1	chr6	-	1	1	30556256	30545965
GNL2	chr1	-	1	2	37595935	37566817
GNL3	chr3	+	2	1	52686032	52687610
GNL3L	chrX	+	1	3	54530238	54562619
GNPAT	chr1	+	1	1	231241205	231277792
GNPDA1	chr5	-	1	1	142013053	142000679
GNPNAT1	chr14	-	2	1	52791607	52775194
GNPTG	chr16	+	1	1	1351948	1363350
GOLGA2	chr9	-	1	2	128275952	128266289
GOLGA7	chr8	+	1	1	41490582	41510978
GOLIM4	chr3	-	1	2	168095924	168008700
GORASP2	chr2	+	1	3	170929272	170966913
GOT1	chr10	-	2	2	99430624	99396874
GOT2	chr16	-	1	1	58734316	58707133
GPAA1	chr8	+	1	1	144082634	144086211
GPANK1	chr6	-	1	1	31665878	31662086
GPATCH4	chr1	-	1	1	156601472	156594490
GPBP1	chr5	+	2	2	57174085	57263082
GPC3	chrX	-	1	1	133985594	133535751
GPC4	chrX	-	1	2	133415485	133301034
GPI	chr19	+	1	2	34365196	34400327
GPM6B	chrX	-	2	1	13938638	13773980
GPN1	chr2	+	1	2	27629052	27650842
GPN2	chr1	-	1	1	26890274	26879382
GPR143	chrX	-	1	1	9765847	9725414
GPR176	chr15	-	1	2	39920263	39799145
GPS1	chr17	+	1	1	82051918	82057468
GPS2	chr17	-	2	2	7315351	7312661
GPT2	chr16	+	1	2	46884365	46929431
GPX1	chr3	-	3	1	49358325	49357180
GPX3	chr5	+	1	1	151020591	151028987
GPX4	chr19	+	1	2	1104057	1106779
GPX8	chr5	+	1	1	55160169	55167292
GRHPR	chr9	+	1	1	37422724	37436989
GRINA	chr8	+	1	1	143993066	143993415
GRIPAP1	chrX	-	1	1	49002262	48973725
GRN	chr17	+	1	1	44345302	44353102
GRPEL1	chr4	-	1	4	7068064	7060816
GRSF1	chr4	-	2	1	70839890	70819535
GRTP1	chr13	-	1	1	113364092	113324201
GRWD1	chr19	+	1	1	48446002	48453897
GSKIP	chr14	+	1	1	96363526	96387286
GSPT1	chr16	-	1	2	11915952	11872684
GSTO1	chr10	+	1	1	104254901	104267453
GSTP1	chr11	+	4	2	67583815	67586651
GTF2A2	chr15	-	2	1	59657517	59638869
GTF2B	chr1	-	1	1	88891567	88852936
GTF2F1	chr19	-	1	1	6393153	6380177
GTF2F2	chr13	+	1	1	45120535	45284102
GTF2H5	chr6	+	1	2	158168350	158192342
GTF3A	chr13	+	3	1	27424623	27435684
GTF3C1	chr16	-	1	1	27549899	27460676
GTF3C2	chr2	-	1	1	27356764	27325858
GTF3C5	chr9	+	2	1	133031000	133058501
GTF3C6	chr6	+	2	1	110958743	110967870
GTPBP3	chr19	+	1	1	17337588	17342730
GTPBP4	chr10	+	2	2	988437	1010517
GTSE1	chr22	+	1	2	46296915	46308628
GUK1	chr1	+	1	1	228140282	228148943
GULP1	chr2	+	1	1	188292826	188595059
GYG1	chr3	+	1	1	148991540	149027631
GYPC	chr2	+	1	1	126656167	126696666
H2AFJ	chr12	+	1	1	14774405	14775024
H2AFV	chr7	-	2	3	44848046	44834232
H2AFX	chr11	-	1	1	119095465	119093877
H2AFY	chr5	-	2	1	135399211	135334383
H2AFZ	chr4	-	3	2	99950275	99948091
H3F3B	chr17	-	1	7	75779779	75778251
HACD1	chr10	-	1	2	17617343	17590271
HACD3	chr15	+	1	2	65530486	65578345
HADH	chr4	+	1	2	107989847	108035167
HADHA	chr2	-	1	2	26244619	26190875
HAGH	chr16	-	1	1	1826802	1809107
HARS	chr5	-	1	1	140691341	140673906
HAT1	chr2	+	1	1	171922466	171983622
HAUS1	chr18	+	1	1	46104386	46128330
HAUS7	chrX	-	1	1	153470574	153447671
HAX1	chr1	+	2	1	154272629	154275872
HBS1L	chr6	-	1	1	135054819	134964635
HCCS	chrX	+	1	1	11111332	11121876
HCFC1R1	chr16	-	1	1	3023942	3022632
HDAC1	chr1	+	2	1	32292125	32333622
HDAC2	chr6	-	1	2	113971137	113940718
HDAC3	chr5	-	1	1	141636840	141620882
HDDC2	chr6	-	1	1	125301951	125275887
HDDC3	chr15	-	1	1	90932549	90930923
HDHD2	chr18	-	1	1	47150493	47107413
HDHD3	chr9	-	1	1	113376986	113373425
HDHD5	chr22	-	1	1	17159277	17137523
HDLBP	chr2	-	2	2	241272834	241229215
HEATR5A	chr14	-	1	1	31420550	31400270
HEBP1	chr12	-	1	1	13000262	12974882
HELLS	chr10	+	1	2	94545788	94613902
HERPUD1	chr16	+	1	1	56932142	56943881
HES6	chr2	-	1	1	238240037	238238271
HEXB	chr5	+	1	1	74685233	74721286
HEY2	chr6	+	1	1	125749630	125759935
HGS	chr17	+	1	1	81684021	81702120
HIF1A	chr14	+	1	2	61695520	61748258
HIF1AN	chr10	+	1	1	100535943	100549996
HIGD1A	chr3	-	1	2	42804480	42784303
HIGD2A	chr5	+	2	1	176388760	176389757
HIKESHI	chr11	+	2	1	86302247	86345662
HINT1	chr5	-	2	1	131165254	131159293
HINT2	chr9	-	1	1	35815042	35812964
HIRA	chr22	-	2	2	19447692	19441500
HIST1H1B	chr6	-	1	2	27867588	27866861
HIST1H1C	chr6	-	1	1	26056470	26055964
HIST1H1E	chr6	+	1	1	26156328	26156804
HIST1H2AH	chr6	+	1	1	27147106	27147529
HIST1H2AJ	chr6	-	1	1	27814777	27814343
HIST1H4C	chr6	+	1	1	26103933	26104290
HIST1H4E	chr6	+	1	1	26204610	26204992
HJURP	chr2	-	1	1	233854530	233837383
HK1	chr10	+	2	1	69318896	69401877
HLA-A	chr6	+	1	1	29942532	29945868
HLA-B	chr6	-	3	2	31272092	31268753
HLA-C	chr6	-	1	1	31272092	31268753
HLA-DPB2	chr6	+	1	1	33116679	33118782
HM13	chr20	+	1	1	31514452	31569542
HMBS	chr11	+	1	1	119084885	119093546
HMGA1	chr6	+	7	3	34236905	34246230
HMGB1	chr13	-	1	4	30465880	30460896
HMGB2	chr4	-	2	4	173334353	173332841
HMGB3	chrX	+	2	4	150983358	150987842
HMGCR	chr5	+	2	2	75337242	75362099
HMGCS1	chr5	-	1	1	43313412	43289396
HMGN1	chr21	-	3	1	39349054	39342324
HMGN2	chr1	+	3	1	26472506	26476640
HMGN3	chr6	-	1	2	79234640	79201249
HMGN4	chr6	+	1	1	26538399	26546932
HMMR	chr5	+	1	1	163460637	163474089
HMOX1	chr22	+	1	1	35381092	35394205
HMOX2	chr16	+	1	2	4476433	4509901
HNRNPA0	chr5	-	1	3	137754363	137753151
HNRNPA1	chr12	+	2	3	54280748	54284879
HNRNPA2B1	chr7	-	6	8	26200746	26191847
HNRNPAB	chr5	+	1	1	178204533	178211161
HNRNPC	chr14	-	1	2	21269428	21210556
HNRNPD	chr4	-	2	3	82373968	82353834
HNRNPDL	chr4	-	1	4	82429438	82424631
HNRNPF	chr10	-	3	2	43409182	43386024
HNRNPH1	chr5	-	1	3	179623671	179614179
HNRNPH2	chrX	+	1	1	101408226	101414127
HNRNPH3	chr10	+	3	1	68332067	68342273
HNRNPK	chr9	-	4	2	83980208	83968910
HNRNPM	chr19	+	4	3	8444975	8489110
HNRNPR	chr1	-	2	1	23344308	23309787
HNRNPU	chr1	-	2	7	244864543	244854135
HNRNPUL1	chr19	+	1	2	41262756	41307019
HNRNPUL2-BSCL2	chr11	-	2	1	62706291	62690277
HOOK2	chr19	-	2	2	12801800	12796825
HPF1	chr4	-	1	1	169757914	169729471
HPRT1	chrX	+	2	1	134460192	134500658
HSBP1	chr16	+	1	3	83807996	83811665
HSD17B10	chrX	-	1	1	53434370	53431264
HSD17B12	chr11	+	2	1	43680741	43856608
HSD17B4	chr5	+	1	2	119452494	119542332
HSF1	chr8	+	1	1	144291605	144314716
HSP90AA1	chr14	-	8	4	102087044	102084942
HSP90AB1	chr6	+	8	4	44247101	44253882
HSP90B1	chr12	+	2	1	103930411	103947921
HSPA14	chr10	+	1	1	14838316	14871698
HSPA1A	chr6	+	1	1	31815543	31817940
HSPA2	chr14	+	1	1	64540741	64543232
HSPA4	chr5	+	3	4	133052034	133104476
HSPA5	chr9	-	1	3	125241343	125236241
HSPA8	chr11	-	5	1	123062136	123059886
HSPA9	chr5	-	2	3	138575411	138555336
HSPB1	chr7	+	3	1	76303792	76304292
HSPB11	chr1	-	2	1	53945699	53921563
HSPBP1	chr19	-	1	2	55280071	55262358
HSPD1	chr2	-	1	8	197499840	197486588
HSPE1	chr2	+	4	2	197500381	197503382
HSPE1-MOB4	chr2	+	5	4	197500381	197503382
HSPH1	chr13	-	1	2	31161862	31136628
HTATIP2	chr11	+	1	2	20363714	20383774
HTATSF1	chrX	+	2	1	136497229	136512334
HTD2	chr3	+	1	1	58306262	58318075
HYAL2	chr3	-	2	1	50321473	50317809
HYOU1	chr11	-	1	1	119057202	119044191
HYPK	chr15	+	1	1	43800614	43801872
ICMT	chr1	-	2	2	6235936	6221197
ID1	chr20	+	1	1	31605289	31606508
ID3	chr1	-	1	1	23559499	23557928
IDH1	chr2	-	1	2	208255071	208236230
IDH2	chr15	-	1	1	90102468	90083982
IDH3A	chr15	+	1	1	78149377	78170539
IDH3B	chr20	-	1	1	2664197	2658397
IDH3G	chrX	-	2	1	153794375	153785769
IDI1	chr10	-	1	1	1048886	1040028
IER2	chr19	+	1	1	13153055	13154901
IER3	chr6	-	2	1	30744550	30743203
IER3IP1	chr18	-	2	2	47176362	47156033
IFI27L2	chr14	-	1	1	94129604	94127782
IFI30	chr19	+	1	1	18173813	18178118
IFITM1	chr11	+	1	2	314040	315269
IFITM2	chr11	+	3	3	314040	315269
IFITM3	chr11	-	1	1	320860	319677
IFRD1	chr7	+	1	1	112450460	112476187
IFRD2	chr3	-	3	1	50292429	50287743
IFT20	chr17	-	1	1	28335453	28328334
IFT27	chr22	-	1	1	36776117	36758211
IFT43	chr14	+	1	2	75985767	76083741
IGBP1	chrX	+	1	1	70133935	70166321
IGF2BP1	chr17	+	1	3	49045998	49049783
IGFBP2	chr2	+	2	1	216633420	216664433
IGFBP4	chr17	+	1	1	40443450	40457724
IK	chr5	+	2	1	140647831	140662478
IL12A-AS1	chr3	-	1	1	160032303	160032013
IL4I1	chr19	-	4	1	49929438	49906829
ILF2	chr1	-	1	1	153670972	153662036
ILF3	chr19	+	3	4	10654370	10681101
ILK	chr11	+	2	1	6603774	6610864
ILVBL	chr19	-	1	1	15125706	15114988
IMMP1L	chr11	-	1	1	31509578	31432404
IMMT	chr2	-	1	1	86195466	86143940
IMP3	chr15	-	2	2	75640224	75639095
IMP4	chr2	+	1	2	130342915	130346624
IMPACT	chr18	+	1	1	24426702	24451591
IMPDH2	chr3	-	1	1	49029398	49024331
INO80B-WBP1	chr2	+	1	1	74458478	74460883
INO80C	chr18	-	2	1	35497929	35468336
INSIG1	chr7	+	1	2	155297878	155308590
INTS11	chr1	-	2	2	1324660	1311606
INTS5	chr11	-	1	1	62653302	62646857
IP6K2	chr3	-	2	1	48717221	48688004
IPO5	chr13	+	1	3	97976678	98022480
IPO7	chr11	+	1	1	9384652	9425207
IRF3	chr19	-	1	1	49665779	49659573
ISCA1	chr9	-	1	1	86282535	86265768
ISCA2	chr14	+	1	1	74493765	74495358
ISCU	chr12	+	1	3	108562606	108569092
ISG15	chr1	+	2	1	1013497	1014537
ISOC2	chr19	-	1	1	55461642	55452987
IST1	chr16	+	1	1	71895519	71929003
ISYNA1	chr19	-	1	1	18438131	18434824
ITGA1	chr5	+	1	1	52800158	52802041
ITGAE	chr17	-	1	1	3723815	3714629
ITGB3BP	chr1	-	1	1	63523212	63440773
ITM2B	chr13	+	1	2	48233209	48261382
ITM2C	chr2	+	1	1	230864948	230879245
ITPA	chr20	+	1	1	3209477	3223856
IVNS1ABP	chr1	-	1	2	185317243	185296392
IWS1	chr2	-	1	1	127526471	127480814
JAGN1	chr3	+	1	1	9890616	9893848
JKAMP	chr14	+	1	1	59484517	59504703
JMJD1C	chr10	-	2	1	63215382	63167230
JPT1	chr17	-	1	6	75154512	75135991
JPT2	chr16	+	1	2	1678282	1701426
JPX	chrX	+	1	1	73944346	73947336
JTB	chr1	-	1	1	153977674	153974513
JUP	chr17	-	1	1	41786711	41754614
KARS	chr16	-	1	2	75647665	75627730
KAT14	chr20	+	2	2	18137873	18188033
KAT5	chr11	+	1	1	65712252	65719603
KAT7	chr17	+	1	1	49815038	49829092
KATNA1	chr6	-	1	1	149648633	149594879
KATNB1	chr16	+	1	1	57735781	57757242
KATNBL1	chr15	-	1	2	34210077	34141917
KCTD10	chr12	-	1	1	109477300	109448656
KDELR1	chr19	-	2	2	48391527	48382578
KDELR2	chr7	-	3	3	6484152	6461091
KHDRBS1	chr1	+	1	2	32013870	32043872
KHSRP	chr19	-	1	3	6413946	6413841
KIAA1143	chr3	-	1	1	44761615	44753037
KIAA1191	chr5	-	1	1	176361791	176346067
KIF1A	chr2	-	1	2	240820219	240713768
KIF1BP	chr10	+	1	1	68988816	69016973
KIF20A	chr5	+	2	1	138179112	138187660
KIF22	chr16	+	2	1	29790751	29805383
KIF2C	chr1	+	2	1	44739862	44767741
KLC1	chr14	+	2	3	103562987	103590527
KLHDC2	chr14	+	1	1	49768150	49783137
KLHDC3	chr6	+	1	1	43014253	43021290
KLHDC4	chr16	-	1	1	87765961	87707813
KLHL23	chr2	+	1	2	169694469	169750472
KLHL7	chr7	+	2	1	23105785	23126046
KNOP1	chr16	-	2	1	19718204	19706354
KPNA2	chr17	+	1	2	68035735	68046840
KPNB1	chr17	+	3	3	47683443	47683090
KRAS	chr12	-	1	1	25250927	25205246
KRT10	chr17	-	2	1	40818962	40818119
KRT18	chr12	+	2	1	52949117	52952900
KRT19	chr17	-	2	1	41528308	41523618
KRT8	chr12	-	2	1	52905057	52897193
KRTCAP2	chr1	-	1	1	155173257	155169410
KRTCAP3	chr2	+	2	1	27442392	27444296
KTN1	chr14	+	1	4	55580242	55612218
KXD1	chr19	+	2	1	18557870	18569374
KYAT3	chr1	-	1	1	88992629	88935783
L1TD1	chr1	+	1	4	62194870	62207268
L34079.1	chr19	-	1	1	43575492	43585938
L3MBTL2	chr22	+	1	1	41205312	41231267
LAD1	chr1	-	1	1	201399354	201381221
LAGE3	chrX	-	1	1	154478898	154477776
LAMP2	chrX	-	1	1	120469297	120430941
LAMTOR1	chr11	-	1	2	72103276	72097293
LAMTOR2	chr1	+	1	1	156054827	156058503
LAMTOR4	chr7	+	1	1	100148960	100154202
LAMTOR5	chr1	-	1	1	110407644	110401257
LAP3	chr4	+	1	1	17577497	17607968
LAPTM4A	chr2	-	1	1	20051653	20032653
LAPTM4B	chr8	+	1	2	97775809	97852594
LARP7	chr4	+	1	1	112637174	112657584
LARS	chr5	-	1	4	146182623	146168135
LAS1L	chrX	-	2	1	65534754	65512583
LBHD1	chr11	-	1	2	62665186	62662820
LBR	chr1	-	1	1	225428038	225401505
LCK	chr1	+	1	1	32274121	32286163
LCMT1	chr16	+	2	1	25111782	25178227
LDAH	chr2	-	1	1	20823074	20685059
LDHA	chr11	+	2	1	18394563	18407844
LDHB	chr12	-	4	3	21657839	21635344
LEFTY1	chr1	-	1	1	225889146	225886284
LEFTY2	chr1	-	1	1	225941220	225936606
LEO1	chr15	-	1	2	51971774	51938027
LEPROTL1	chr8	+	3	1	30095408	30106060
LGALS1	chr22	+	1	1	37675636	37679800
LGALS3BP	chr17	-	1	1	78979923	78971256
LGMN	chr14	-	1	1	92748627	92703812
LHPP	chr10	+	1	1	124461843	124614140
LIMD2	chr17	-	2	1	63700126	63697817
LIN28A	chr1	+	3	1	26410822	26429717
LIN37	chr19	+	1	1	35748576	35754516
LINC00665	chr19	-	3	2	36331699	36330373
LINC00678	chr11	-	2	3	27634512	27617630
LINC01356	chr1	-	1	1	112825765	112820174
LINC01405	chr12	+	1	1	110936585	110937444
LINC01618	chr4	+	4	3	52712504	52714136
LINC02001	chr17	+	1	1	35568114	35574272
LINC02570	chr6	-	1	1	30848253	30847048
LINGO1	chr15	-	1	1	77618607	77613027
LIPA	chr10	-	2	1	89251775	89213575
LITAF	chr16	-	2	1	11586919	11548001
LLPH	chr12	-	1	2	66130750	66123149
LMAN2	chr5	-	1	2	177351661	177331569
LMAN2L	chr2	-	1	1	96740064	96705932
LMNA	chr1	+	1	2	156114711	156137863
LMNB2	chr19	-	2	3	2427888	2426566
LNCPRESS1	chr7	+	2	1	101299643	101301341
LNCPRESS2	chr4	-	2	1	92277302	92270306
LPCAT3	chr12	-	2	1	7018476	6976186
LPP	chr3	+	1	1	188755810	188878744
LRPAP1	chr4	-	1	2	3532422	3512568
LRPPRC	chr2	-	1	1	43995989	43888503
LRR1	chr14	+	2	1	49598943	49614671
LRRC37A11P	chr17	+	1	1	39046151	39053212
LRRC41	chr1	-	1	1	46303277	46278403
LRRC47	chr1	-	2	1	3796494	3780220
LRRC59	chr17	-	2	2	50397500	50381239
LRRFIP1	chr2	+	1	4	237627595	237753465
LSM1	chr8	-	2	1	38176459	38163345
LSM10	chr1	-	1	1	36397888	36393439
LSM14A	chr19	+	1	2	34172525	34228093
LSM2	chr6	-	2	1	31806986	31797399
LSM3	chr3	+	1	1	14178856	14198343
LSM4	chr19	-	1	1	18323077	18306919
LSM5	chr7	-	1	3	32490385	32487039
LSM6	chr4	+	1	3	146175752	146189905
LSM7	chr19	-	1	1	2328586	2321523
LSM8	chr7	+	2	1	118184164	118192153
LSR	chr19	+	1	1	35249008	35267962
LTA4H	chr12	-	1	2	96035587	96000833
LTV1	chr6	+	3	2	143843367	143863808
LUC7L	chr16	-	1	2	229416	188991
LUC7L2	chr7	+	2	1	139341360	139345791
LUC7L3	chr17	+	5	4	50744743	50745810
LUZP1	chr1	-	1	1	23168856	23084965
LY6E	chr8	+	2	1	143018529	143022408
LYAR	chr4	-	1	1	4290120	4267704
LYPLA1	chr8	-	2	2	54101929	54046381
LYPLA2	chr1	+	1	1	23791178	23795535
LYRM4	chr6	-	2	1	5260933	5109073
M6PR	chr12	-	1	1	8949645	8940369
MAD2L1	chr4	-	1	1	120066827	120059439
MAD2L2	chr1	-	6	2	11681148	11674481
MAEA	chr4	+	1	2	1289906	1340136
MAF1	chr8	+	2	1	144104496	144107608
MAGED1	chrX	+	2	1	51803076	51902352
MAGED2	chrX	+	3	1	54807745	54816012
MAGEF1	chr3	-	2	1	184711989	184710365
MAGOH	chr1	-	2	1	53238493	53226928
MAGOHB	chr12	-	1	2	10613591	10606015
MAGT1	chrX	-	1	1	77895431	77826368
MALAT1	chr11	+	2	11	65499045	65499691
MALSU1	chr7	+	1	1	23299336	23309572
MAMDC4	chr9	+	1	1	136849410	136851024
MANBAL	chr20	+	1	1	37289661	37317256
